fine_label_id,coarse_label_id,coarse_label_name
14194,9,large_man-made_outdoor_things
14195,10,large_natural_outdoor_scenes
14196,2,flowers
14197,18,vehicles_1
14198,12,medium_mammals
14199,8,large_carnivores
14200,16,small_mammals
14201,1,fish
14202,2,flowers
14203,0,aquatic_mammals
14204,11,large_omnivores_and_herbivores
14205,8,large_carnivores
14206,6,household_furniture
14207,6,household_furniture
14208,5,household_electrical_devices
14209,19,vehicles_2
14210,19,vehicles_2
14211,11,large_omnivores_and_herbivores
14212,12,medium_mammals
14213,11,large_omnivores_and_herbivores
14214,16,small_mammals
14215,17,trees
14216,7,insects
14217,0,aquatic_mammals
14218,14,people
14219,1,fish
14220,19,vehicles_2
14221,8,large_carnivores
14222,13,non-insect_invertebrates
14223,8,large_carnivores
14224,14,people
14225,5,household_electrical_devices
14226,13,non-insect_invertebrates
14227,2,flowers
14228,8,large_carnivores
14229,8,large_carnivores
14230,10,large_natural_outdoor_scenes
14231,3,food_containers
14232,19,vehicles_2
14233,12,medium_mammals
14234,10,large_natural_outdoor_scenes
14235,19,vehicles_2
14236,12,medium_mammals
14237,3,food_containers
14238,1,fish
14239,13,non-insect_invertebrates
14240,12,medium_mammals
14241,13,non-insect_invertebrates
14242,14,people
14243,13,non-insect_invertebrates
14244,9,large_man-made_outdoor_things
14245,4,fruit_and_vegetables
14246,10,large_natural_outdoor_scenes
14247,11,large_omnivores_and_herbivores
14248,1,fish
14249,1,fish
14250,6,household_furniture
14251,0,aquatic_mammals
14252,7,insects
14253,3,food_containers
14254,18,vehicles_1
14255,4,fruit_and_vegetables
14256,14,people
14257,0,aquatic_mammals
14258,16,small_mammals
14259,12,medium_mammals
14260,15,reptiles
14261,1,fish
14262,11,large_omnivores_and_herbivores
14263,14,people
14264,1,fish
14265,8,large_carnivores
14266,1,fish
14267,8,large_carnivores
14268,19,vehicles_2
14269,6,household_furniture
14270,2,flowers
14271,12,medium_mammals
14272,5,household_electrical_devices
14273,13,non-insect_invertebrates
14274,2,flowers
14275,12,medium_mammals
14276,2,flowers
14277,2,flowers
14278,2,flowers
14279,7,insects
14280,6,household_furniture
14281,12,medium_mammals
14282,11,large_omnivores_and_herbivores
14283,7,insects
14284,9,large_man-made_outdoor_things
14285,2,flowers
14286,9,large_man-made_outdoor_things
14287,12,medium_mammals
14288,10,large_natural_outdoor_scenes
14289,6,household_furniture
14290,19,vehicles_2
14291,0,aquatic_mammals
14292,15,reptiles
14293,17,trees
14294,14,people
14295,17,trees
14296,17,trees
14297,18,vehicles_1
14298,18,vehicles_1
14299,18,vehicles_1
14300,14,people
14301,18,vehicles_1
14302,8,large_carnivores
14303,16,small_mammals
14304,2,flowers
14305,0,aquatic_mammals
14306,18,vehicles_1
14307,15,reptiles
14308,16,small_mammals
14309,3,food_containers
14310,12,medium_mammals
14311,13,non-insect_invertebrates
14312,18,vehicles_1
14313,10,large_natural_outdoor_scenes
14314,14,people
14315,2,flowers
14316,13,non-insect_invertebrates
14317,2,flowers
14318,12,medium_mammals
14319,16,small_mammals
14320,9,large_man-made_outdoor_things
14321,18,vehicles_1
14322,4,fruit_and_vegetables
14323,15,reptiles
14324,16,small_mammals
14325,2,flowers
14326,7,insects
14327,16,small_mammals
14328,1,fish
14329,6,household_furniture
14330,15,reptiles
14331,16,small_mammals
14332,17,trees
14333,9,large_man-made_outdoor_things
14334,17,trees
14335,6,household_furniture
14336,19,vehicles_2
14337,5,household_electrical_devices
14338,19,vehicles_2
14339,16,small_mammals
14340,14,people
14341,1,fish
14342,9,large_man-made_outdoor_things
14343,1,fish
14344,4,fruit_and_vegetables
14345,15,reptiles
14346,5,household_electrical_devices
14347,17,trees
14348,11,large_omnivores_and_herbivores
14349,14,people
14350,10,large_natural_outdoor_scenes
14351,10,large_natural_outdoor_scenes
14352,7,insects
14353,15,reptiles
14354,19,vehicles_2
14355,12,medium_mammals
14356,10,large_natural_outdoor_scenes
14357,12,medium_mammals
14358,17,trees
14359,9,large_man-made_outdoor_things
14360,19,vehicles_2
14361,16,small_mammals
14362,3,food_containers
14363,6,household_furniture
14364,2,flowers
14365,10,large_natural_outdoor_scenes
14366,14,people
14367,8,large_carnivores
14368,11,large_omnivores_and_herbivores
14369,18,vehicles_1
14370,7,insects
14371,9,large_man-made_outdoor_things
14372,16,small_mammals
14373,7,insects
14374,5,household_electrical_devices
14375,18,vehicles_1
14376,17,trees
14377,19,vehicles_2
14378,12,medium_mammals
14379,6,household_furniture
14380,15,reptiles
14381,13,non-insect_invertebrates
14382,14,people
14383,5,household_electrical_devices
14384,3,food_containers
14385,3,food_containers
14386,2,flowers
14387,9,large_man-made_outdoor_things
14388,5,household_electrical_devices
14389,17,trees
14390,13,non-insect_invertebrates
14391,3,food_containers
14392,17,trees
14393,10,large_natural_outdoor_scenes
14394,12,medium_mammals
14395,13,non-insect_invertebrates
14396,13,non-insect_invertebrates
14397,14,people
14398,2,flowers
14399,15,reptiles
14400,7,insects
14401,19,vehicles_2
14402,6,household_furniture
14403,9,large_man-made_outdoor_things
14404,11,large_omnivores_and_herbivores
14405,1,fish
14406,10,large_natural_outdoor_scenes
14407,2,flowers
14408,3,food_containers
14409,11,large_omnivores_and_herbivores
14410,16,small_mammals
14411,9,large_man-made_outdoor_things
14412,15,reptiles
14413,17,trees
14414,14,people
14415,11,large_omnivores_and_herbivores
14416,9,large_man-made_outdoor_things
14417,10,large_natural_outdoor_scenes
14418,18,vehicles_1
14419,11,large_omnivores_and_herbivores
14420,11,large_omnivores_and_herbivores
14421,9,large_man-made_outdoor_things
14422,11,large_omnivores_and_herbivores
14423,17,trees
14424,6,household_furniture
14425,3,food_containers
14426,2,flowers
14427,11,large_omnivores_and_herbivores
14428,14,people
14429,0,aquatic_mammals
14430,1,fish
14431,7,insects
14432,12,medium_mammals
14433,8,large_carnivores
14434,11,large_omnivores_and_herbivores
14435,2,flowers
14436,0,aquatic_mammals
14437,18,vehicles_1
14438,5,household_electrical_devices
14439,13,non-insect_invertebrates
14440,19,vehicles_2
14441,13,non-insect_invertebrates
14442,3,food_containers
14443,8,large_carnivores
14444,4,fruit_and_vegetables
14445,2,flowers
14446,9,large_man-made_outdoor_things
14447,3,food_containers
14448,16,small_mammals
14449,19,vehicles_2
14450,11,large_omnivores_and_herbivores
14451,11,large_omnivores_and_herbivores
14452,18,vehicles_1
14453,12,medium_mammals
14454,19,vehicles_2
14455,15,reptiles
14456,13,non-insect_invertebrates
14457,16,small_mammals
14458,4,fruit_and_vegetables
14459,12,medium_mammals
14460,5,household_electrical_devices
14461,4,fruit_and_vegetables
14462,5,household_electrical_devices
14463,3,food_containers
14464,13,non-insect_invertebrates
14465,8,large_carnivores
14466,0,aquatic_mammals
14467,13,non-insect_invertebrates
14468,13,non-insect_invertebrates
14469,14,people
14470,7,insects
14471,0,aquatic_mammals
14472,8,large_carnivores
14473,5,household_electrical_devices
14474,3,food_containers
14475,12,medium_mammals
14476,16,small_mammals
14477,12,medium_mammals
14478,17,trees
14479,1,fish
14480,4,fruit_and_vegetables
14481,11,large_omnivores_and_herbivores
14482,10,large_natural_outdoor_scenes
14483,8,large_carnivores
14484,8,large_carnivores
14485,18,vehicles_1
14486,13,non-insect_invertebrates
14487,9,large_man-made_outdoor_things
14488,6,household_furniture
14489,0,aquatic_mammals
14490,4,fruit_and_vegetables
14491,4,fruit_and_vegetables
14492,13,non-insect_invertebrates
14493,16,small_mammals
14494,1,fish
14495,16,small_mammals
14496,18,vehicles_1
14497,12,medium_mammals
14498,15,reptiles
14499,14,people
14500,9,large_man-made_outdoor_things
14501,11,large_omnivores_and_herbivores
14502,0,aquatic_mammals
14503,12,medium_mammals
14504,18,vehicles_1
14505,17,trees
14506,4,fruit_and_vegetables
14507,5,household_electrical_devices
14508,16,small_mammals
14509,3,food_containers
14510,6,household_furniture
14511,9,large_man-made_outdoor_things
14512,7,insects
14513,4,fruit_and_vegetables
14514,3,food_containers
14515,1,fish
14516,0,aquatic_mammals
14517,1,fish
14518,19,vehicles_2
14519,0,aquatic_mammals
14520,12,medium_mammals
14521,3,food_containers
14522,8,large_carnivores
14523,2,flowers
14524,3,food_containers
14525,10,large_natural_outdoor_scenes
14526,13,non-insect_invertebrates
14527,5,household_electrical_devices
14528,4,fruit_and_vegetables
14529,4,fruit_and_vegetables
14530,6,household_furniture
14531,1,fish
14532,8,large_carnivores
14533,10,large_natural_outdoor_scenes
14534,1,fish
14535,17,trees
14536,10,large_natural_outdoor_scenes
14537,8,large_carnivores
14538,9,large_man-made_outdoor_things
14539,11,large_omnivores_and_herbivores
14540,9,large_man-made_outdoor_things
14541,16,small_mammals
14542,13,non-insect_invertebrates
14543,10,large_natural_outdoor_scenes
14544,15,reptiles
14545,1,fish
14546,3,food_containers
14547,13,non-insect_invertebrates
14548,14,people
14549,0,aquatic_mammals
14550,8,large_carnivores
14551,18,vehicles_1
14552,13,non-insect_invertebrates
14553,7,insects
14554,19,vehicles_2
14555,6,household_furniture
14556,14,people
14557,2,flowers
14558,8,large_carnivores
14559,12,medium_mammals
14560,14,people
14561,10,large_natural_outdoor_scenes
14562,14,people
14563,18,vehicles_1
14564,11,large_omnivores_and_herbivores
14565,11,large_omnivores_and_herbivores
14566,11,large_omnivores_and_herbivores
14567,1,fish
14568,15,reptiles
14569,14,people
14570,17,trees
14571,11,large_omnivores_and_herbivores
14572,8,large_carnivores
14573,11,large_omnivores_and_herbivores
14574,4,fruit_and_vegetables
14575,6,household_furniture
14576,16,small_mammals
14577,12,medium_mammals
14578,19,vehicles_2
14579,11,large_omnivores_and_herbivores
14580,13,non-insect_invertebrates
14581,11,large_omnivores_and_herbivores
14582,2,flowers
14583,11,large_omnivores_and_herbivores
14584,11,large_omnivores_and_herbivores
14585,11,large_omnivores_and_herbivores
14586,16,small_mammals
14587,3,food_containers
14588,3,food_containers
14589,7,insects
14590,13,non-insect_invertebrates
14591,1,fish
14592,16,small_mammals
14593,0,aquatic_mammals
14594,5,household_electrical_devices
14595,7,insects
14596,12,medium_mammals
14597,14,people
14598,15,reptiles
14599,15,reptiles
14600,19,vehicles_2
14601,13,non-insect_invertebrates
14602,14,people
14603,8,large_carnivores
14604,1,fish
14605,15,reptiles
14606,1,fish
14607,4,fruit_and_vegetables
14608,10,large_natural_outdoor_scenes
14609,5,household_electrical_devices
14610,11,large_omnivores_and_herbivores
14611,10,large_natural_outdoor_scenes
14612,3,food_containers
14613,1,fish
14614,11,large_omnivores_and_herbivores
14615,2,flowers
14616,11,large_omnivores_and_herbivores
14617,6,household_furniture
14618,5,household_electrical_devices
14619,12,medium_mammals
14620,5,household_electrical_devices
14621,19,vehicles_2
14622,4,fruit_and_vegetables
14623,18,vehicles_1
14624,2,flowers
14625,15,reptiles
14626,0,aquatic_mammals
14627,18,vehicles_1
14628,13,non-insect_invertebrates
14629,17,trees
14630,3,food_containers
14631,13,non-insect_invertebrates
14632,14,people
14633,7,insects
14634,19,vehicles_2
14635,1,fish
14636,16,small_mammals
14637,1,fish
14638,16,small_mammals
14639,11,large_omnivores_and_herbivores
14640,1,fish
14641,19,vehicles_2
14642,14,people
14643,0,aquatic_mammals
14644,13,non-insect_invertebrates
14645,10,large_natural_outdoor_scenes
14646,1,fish
14647,7,insects
14648,19,vehicles_2
14649,10,large_natural_outdoor_scenes
14650,7,insects
14651,15,reptiles
14652,18,vehicles_1
14653,3,food_containers
14654,19,vehicles_2
14655,7,insects
14656,1,fish
14657,15,reptiles
14658,19,vehicles_2
14659,5,household_electrical_devices
14660,19,vehicles_2
14661,13,non-insect_invertebrates
14662,14,people
14663,13,non-insect_invertebrates
14664,19,vehicles_2
14665,4,fruit_and_vegetables
14666,17,trees
14667,2,flowers
14668,0,aquatic_mammals
14669,2,flowers
14670,5,household_electrical_devices
14671,17,trees
14672,11,large_omnivores_and_herbivores
14673,5,household_electrical_devices
14674,12,medium_mammals
14675,14,people
14676,16,small_mammals
14677,1,fish
14678,7,insects
14679,18,vehicles_1
14680,8,large_carnivores
14681,6,household_furniture
14682,2,flowers
14683,5,household_electrical_devices
14684,9,large_man-made_outdoor_things
14685,2,flowers
14686,8,large_carnivores
14687,9,large_man-made_outdoor_things
14688,4,fruit_and_vegetables
14689,6,household_furniture
14690,19,vehicles_2
14691,0,aquatic_mammals
14692,1,fish
14693,15,reptiles
14694,7,insects
14695,15,reptiles
14696,17,trees
14697,8,large_carnivores
14698,4,fruit_and_vegetables
14699,12,medium_mammals
14700,1,fish
14701,7,insects
14702,16,small_mammals
14703,16,small_mammals
14704,15,reptiles
14705,17,trees
14706,9,large_man-made_outdoor_things
14707,0,aquatic_mammals
14708,18,vehicles_1
14709,17,trees
14710,6,household_furniture
14711,1,fish
14712,16,small_mammals
14713,2,flowers
14714,2,flowers
14715,18,vehicles_1
14716,4,fruit_and_vegetables
14717,1,fish
14718,12,medium_mammals
14719,3,food_containers
14720,17,trees
14721,7,insects
14722,17,trees
14723,4,fruit_and_vegetables
14724,17,trees
14725,8,large_carnivores
14726,16,small_mammals
14727,0,aquatic_mammals
14728,0,aquatic_mammals
14729,10,large_natural_outdoor_scenes
14730,7,insects
14731,9,large_man-made_outdoor_things
14732,4,fruit_and_vegetables
14733,12,medium_mammals
14734,6,household_furniture
14735,4,fruit_and_vegetables
14736,12,medium_mammals
14737,2,flowers
14738,5,household_electrical_devices
14739,10,large_natural_outdoor_scenes
14740,18,vehicles_1
14741,7,insects
14742,5,household_electrical_devices
14743,19,vehicles_2
14744,15,reptiles
14745,16,small_mammals
14746,9,large_man-made_outdoor_things
14747,7,insects
14748,13,non-insect_invertebrates
14749,5,household_electrical_devices
14750,1,fish
14751,11,large_omnivores_and_herbivores
14752,17,trees
14753,17,trees
14754,4,fruit_and_vegetables
14755,4,fruit_and_vegetables
14756,10,large_natural_outdoor_scenes
14757,13,non-insect_invertebrates
14758,17,trees
14759,11,large_omnivores_and_herbivores
14760,18,vehicles_1
14761,13,non-insect_invertebrates
14762,7,insects
14763,1,fish
14764,12,medium_mammals
14765,12,medium_mammals
14766,7,insects
14767,0,aquatic_mammals
14768,19,vehicles_2
14769,9,large_man-made_outdoor_things
14770,0,aquatic_mammals
14771,10,large_natural_outdoor_scenes
14772,6,household_furniture
14773,15,reptiles
14774,10,large_natural_outdoor_scenes
14775,19,vehicles_2
14776,7,insects
14777,11,large_omnivores_and_herbivores
14778,1,fish
14779,16,small_mammals
14780,8,large_carnivores
14781,9,large_man-made_outdoor_things
14782,10,large_natural_outdoor_scenes
14783,18,vehicles_1
14784,10,large_natural_outdoor_scenes
14785,3,food_containers
14786,18,vehicles_1
14787,17,trees
14788,6,household_furniture
14789,11,large_omnivores_and_herbivores
14790,3,food_containers
14791,19,vehicles_2
14792,1,fish
14793,9,large_man-made_outdoor_things
14794,6,household_furniture
14795,11,large_omnivores_and_herbivores
14796,14,people
14797,14,people
14798,16,small_mammals
14799,3,food_containers
14800,3,food_containers
14801,18,vehicles_1
14802,15,reptiles
14803,13,non-insect_invertebrates
14804,10,large_natural_outdoor_scenes
14805,0,aquatic_mammals
14806,17,trees
14807,2,flowers
14808,13,non-insect_invertebrates
14809,19,vehicles_2
14810,18,vehicles_1
14811,7,insects
14812,19,vehicles_2
14813,5,household_electrical_devices
14814,11,large_omnivores_and_herbivores
14815,5,household_electrical_devices
14816,14,people
14817,9,large_man-made_outdoor_things
14818,16,small_mammals
14819,12,medium_mammals
14820,15,reptiles
14821,0,aquatic_mammals
14822,10,large_natural_outdoor_scenes
14823,10,large_natural_outdoor_scenes
14824,12,medium_mammals
14825,17,trees
14826,0,aquatic_mammals
14827,0,aquatic_mammals
14828,15,reptiles
14829,12,medium_mammals
14830,3,food_containers
14831,16,small_mammals
14832,2,flowers
14833,7,insects
14834,1,fish
14835,17,trees
14836,0,aquatic_mammals
14837,2,flowers
14838,0,aquatic_mammals
14839,7,insects
14840,9,large_man-made_outdoor_things
14841,17,trees
14842,3,food_containers
14843,1,fish
14844,10,large_natural_outdoor_scenes
14845,11,large_omnivores_and_herbivores
14846,7,insects
14847,10,large_natural_outdoor_scenes
14848,15,reptiles
14849,8,large_carnivores
14850,2,flowers
14851,10,large_natural_outdoor_scenes
14852,12,medium_mammals
14853,15,reptiles
14854,18,vehicles_1
14855,2,flowers
14856,18,vehicles_1
14857,10,large_natural_outdoor_scenes
14858,19,vehicles_2
14859,12,medium_mammals
14860,6,household_furniture
14861,8,large_carnivores
14862,5,household_electrical_devices
14863,16,small_mammals
14864,16,small_mammals
14865,0,aquatic_mammals
14866,18,vehicles_1
14867,5,household_electrical_devices
14868,12,medium_mammals
14869,4,fruit_and_vegetables
14870,3,food_containers
14871,7,insects
14872,8,large_carnivores
14873,19,vehicles_2
14874,2,flowers
14875,1,fish
14876,3,food_containers
14877,9,large_man-made_outdoor_things
14878,9,large_man-made_outdoor_things
14879,4,fruit_and_vegetables
14880,6,household_furniture
14881,15,reptiles
14882,1,fish
14883,10,large_natural_outdoor_scenes
14884,9,large_man-made_outdoor_things
14885,17,trees
14886,15,reptiles
14887,16,small_mammals
14888,4,fruit_and_vegetables
14889,19,vehicles_2
14890,10,large_natural_outdoor_scenes
14891,15,reptiles
14892,19,vehicles_2
14893,5,household_electrical_devices
14894,11,large_omnivores_and_herbivores
14895,15,reptiles
14896,9,large_man-made_outdoor_things
14897,16,small_mammals
14898,10,large_natural_outdoor_scenes
14899,2,flowers
14900,11,large_omnivores_and_herbivores
14901,11,large_omnivores_and_herbivores
14902,12,medium_mammals
14903,7,insects
14904,13,non-insect_invertebrates
14905,8,large_carnivores
14906,17,trees
14907,2,flowers
14908,4,fruit_and_vegetables
14909,2,flowers
14910,12,medium_mammals
14911,11,large_omnivores_and_herbivores
14912,8,large_carnivores
14913,16,small_mammals
14914,1,fish
14915,17,trees
14916,5,household_electrical_devices
14917,6,household_furniture
14918,7,insects
14919,9,large_man-made_outdoor_things
14920,7,insects
14921,13,non-insect_invertebrates
14922,18,vehicles_1
14923,15,reptiles
14924,3,food_containers
14925,17,trees
14926,7,insects
14927,15,reptiles
14928,11,large_omnivores_and_herbivores
14929,10,large_natural_outdoor_scenes
14930,14,people
14931,1,fish
14932,19,vehicles_2
14933,9,large_man-made_outdoor_things
14934,4,fruit_and_vegetables
14935,8,large_carnivores
14936,4,fruit_and_vegetables
14937,8,large_carnivores
14938,5,household_electrical_devices
14939,5,household_electrical_devices
14940,11,large_omnivores_and_herbivores
14941,16,small_mammals
14942,3,food_containers
14943,6,household_furniture
14944,6,household_furniture
14945,1,fish
14946,14,people
14947,1,fish
14948,19,vehicles_2
14949,8,large_carnivores
14950,1,fish
14951,1,fish
14952,19,vehicles_2
14953,4,fruit_and_vegetables
14954,16,small_mammals
14955,14,people
14956,17,trees
14957,13,non-insect_invertebrates
14958,13,non-insect_invertebrates
14959,1,fish
14960,17,trees
14961,8,large_carnivores
14962,2,flowers
14963,5,household_electrical_devices
14964,17,trees
14965,9,large_man-made_outdoor_things
14966,18,vehicles_1
14967,4,fruit_and_vegetables
14968,10,large_natural_outdoor_scenes
14969,5,household_electrical_devices
14970,10,large_natural_outdoor_scenes
14971,1,fish
14972,17,trees
14973,6,household_furniture
14974,12,medium_mammals
14975,14,people
14976,9,large_man-made_outdoor_things
14977,7,insects
14978,13,non-insect_invertebrates
14979,2,flowers
14980,1,fish
14981,18,vehicles_1
14982,19,vehicles_2
14983,19,vehicles_2
14984,3,food_containers
14985,2,flowers
14986,16,small_mammals
14987,12,medium_mammals
14988,16,small_mammals
14989,10,large_natural_outdoor_scenes
14990,19,vehicles_2
14991,3,food_containers
14992,2,flowers
14993,14,people
14994,5,household_electrical_devices
14995,9,large_man-made_outdoor_things
14996,0,aquatic_mammals
14997,6,household_furniture
14998,18,vehicles_1
14999,1,fish
15000,17,trees
15001,19,vehicles_2
15002,8,large_carnivores
15003,4,fruit_and_vegetables
15004,6,household_furniture
15005,16,small_mammals
15006,5,household_electrical_devices
15007,18,vehicles_1
15008,16,small_mammals
15009,17,trees
15010,0,aquatic_mammals
15011,9,large_man-made_outdoor_things
15012,8,large_carnivores
15013,18,vehicles_1
15014,16,small_mammals
15015,18,vehicles_1
15016,0,aquatic_mammals
15017,5,household_electrical_devices
15018,0,aquatic_mammals
15019,10,large_natural_outdoor_scenes
15020,16,small_mammals
15021,8,large_carnivores
15022,9,large_man-made_outdoor_things
15023,17,trees
15024,2,flowers
15025,16,small_mammals
15026,16,small_mammals
15027,10,large_natural_outdoor_scenes
15028,5,household_electrical_devices
15029,2,flowers
15030,15,reptiles
15031,2,flowers
15032,15,reptiles
15033,0,aquatic_mammals
15034,17,trees
15035,6,household_furniture
15036,18,vehicles_1
15037,19,vehicles_2
15038,4,fruit_and_vegetables
15039,11,large_omnivores_and_herbivores
15040,10,large_natural_outdoor_scenes
15041,3,food_containers
15042,7,insects
15043,16,small_mammals
15044,5,household_electrical_devices
15045,7,insects
15046,9,large_man-made_outdoor_things
15047,4,fruit_and_vegetables
15048,18,vehicles_1
15049,6,household_furniture
15050,15,reptiles
15051,10,large_natural_outdoor_scenes
15052,15,reptiles
15053,6,household_furniture
15054,18,vehicles_1
15055,19,vehicles_2
15056,11,large_omnivores_and_herbivores
15057,15,reptiles
15058,6,household_furniture
15059,1,fish
15060,15,reptiles
15061,16,small_mammals
15062,12,medium_mammals
15063,0,aquatic_mammals
15064,5,household_electrical_devices
15065,11,large_omnivores_and_herbivores
15066,15,reptiles
15067,2,flowers
15068,11,large_omnivores_and_herbivores
15069,18,vehicles_1
15070,18,vehicles_1
15071,11,large_omnivores_and_herbivores
15072,0,aquatic_mammals
15073,0,aquatic_mammals
15074,17,trees
15075,2,flowers
15076,1,fish
15077,5,household_electrical_devices
15078,5,household_electrical_devices
15079,17,trees
15080,13,non-insect_invertebrates
15081,9,large_man-made_outdoor_things
15082,12,medium_mammals
15083,18,vehicles_1
15084,15,reptiles
15085,4,fruit_and_vegetables
15086,13,non-insect_invertebrates
15087,12,medium_mammals
15088,7,insects
15089,10,large_natural_outdoor_scenes
15090,11,large_omnivores_and_herbivores
15091,4,fruit_and_vegetables
15092,1,fish
15093,1,fish
15094,3,food_containers
15095,12,medium_mammals
15096,1,fish
15097,7,insects
15098,5,household_electrical_devices
15099,7,insects
15100,10,large_natural_outdoor_scenes
15101,7,insects
15102,13,non-insect_invertebrates
15103,11,large_omnivores_and_herbivores
15104,11,large_omnivores_and_herbivores
15105,4,fruit_and_vegetables
15106,16,small_mammals
15107,8,large_carnivores
15108,18,vehicles_1
15109,11,large_omnivores_and_herbivores
15110,5,household_electrical_devices
15111,1,fish
15112,3,food_containers
15113,2,flowers
15114,17,trees
15115,8,large_carnivores
15116,16,small_mammals
15117,0,aquatic_mammals
15118,14,people
15119,19,vehicles_2
15120,0,aquatic_mammals
15121,12,medium_mammals
15122,3,food_containers
15123,17,trees
15124,6,household_furniture
15125,0,aquatic_mammals
15126,19,vehicles_2
15127,1,fish
15128,19,vehicles_2
15129,1,fish
15130,18,vehicles_1
15131,2,flowers
15132,5,household_electrical_devices
15133,14,people
15134,14,people
15135,17,trees
15136,8,large_carnivores
15137,7,insects
15138,17,trees
15139,18,vehicles_1
15140,17,trees
15141,2,flowers
15142,18,vehicles_1
15143,6,household_furniture
15144,9,large_man-made_outdoor_things
15145,4,fruit_and_vegetables
15146,11,large_omnivores_and_herbivores
15147,7,insects
15148,5,household_electrical_devices
15149,19,vehicles_2
15150,17,trees
15151,11,large_omnivores_and_herbivores
15152,8,large_carnivores
15153,14,people
15154,12,medium_mammals
15155,6,household_furniture
15156,5,household_electrical_devices
15157,16,small_mammals
15158,4,fruit_and_vegetables
15159,9,large_man-made_outdoor_things
15160,6,household_furniture
15161,16,small_mammals
15162,2,flowers
15163,0,aquatic_mammals
15164,3,food_containers
15165,12,medium_mammals
15166,6,household_furniture
15167,19,vehicles_2
15168,4,fruit_and_vegetables
15169,4,fruit_and_vegetables
15170,12,medium_mammals
15171,4,fruit_and_vegetables
15172,17,trees
15173,9,large_man-made_outdoor_things
15174,7,insects
15175,4,fruit_and_vegetables
15176,13,non-insect_invertebrates
15177,18,vehicles_1
15178,12,medium_mammals
15179,12,medium_mammals
15180,1,fish
15181,15,reptiles
15182,5,household_electrical_devices
15183,10,large_natural_outdoor_scenes
15184,18,vehicles_1
15185,14,people
15186,12,medium_mammals
15187,15,reptiles
15188,3,food_containers
15189,3,food_containers
15190,6,household_furniture
15191,2,flowers
15192,1,fish
15193,18,vehicles_1
15194,1,fish
15195,0,aquatic_mammals
15196,11,large_omnivores_and_herbivores
15197,7,insects
15198,14,people
15199,3,food_containers
15200,19,vehicles_2
15201,14,people
15202,7,insects
15203,8,large_carnivores
15204,12,medium_mammals
15205,12,medium_mammals
15206,2,flowers
15207,11,large_omnivores_and_herbivores
15208,13,non-insect_invertebrates
15209,13,non-insect_invertebrates
15210,9,large_man-made_outdoor_things
15211,2,flowers
15212,7,insects
15213,8,large_carnivores
15214,8,large_carnivores
15215,10,large_natural_outdoor_scenes
15216,0,aquatic_mammals
15217,12,medium_mammals
15218,3,food_containers
15219,16,small_mammals
15220,5,household_electrical_devices
15221,3,food_containers
15222,3,food_containers
15223,4,fruit_and_vegetables
15224,2,flowers
15225,0,aquatic_mammals
15226,6,household_furniture
15227,14,people
15228,15,reptiles
15229,13,non-insect_invertebrates
15230,15,reptiles
15231,16,small_mammals
15232,19,vehicles_2
15233,13,non-insect_invertebrates
15234,0,aquatic_mammals
15235,2,flowers
15236,19,vehicles_2
15237,18,vehicles_1
15238,7,insects
15239,11,large_omnivores_and_herbivores
15240,4,fruit_and_vegetables
15241,18,vehicles_1
15242,6,household_furniture
15243,7,insects
15244,3,food_containers
15245,14,people
15246,1,fish
15247,14,people
15248,0,aquatic_mammals
15249,12,medium_mammals
15250,11,large_omnivores_and_herbivores
15251,19,vehicles_2
15252,19,vehicles_2
15253,1,fish
15254,11,large_omnivores_and_herbivores
15255,8,large_carnivores
15256,11,large_omnivores_and_herbivores
15257,5,household_electrical_devices
15258,13,non-insect_invertebrates
15259,3,food_containers
15260,19,vehicles_2
15261,16,small_mammals
15262,0,aquatic_mammals
15263,5,household_electrical_devices
15264,7,insects
15265,12,medium_mammals
15266,16,small_mammals
15267,18,vehicles_1
15268,1,fish
15269,7,insects
15270,1,fish
15271,2,flowers
15272,4,fruit_and_vegetables
15273,3,food_containers
15274,4,fruit_and_vegetables
15275,9,large_man-made_outdoor_things
15276,14,people
15277,16,small_mammals
15278,4,fruit_and_vegetables
15279,11,large_omnivores_and_herbivores
15280,16,small_mammals
15281,6,household_furniture
15282,1,fish
15283,14,people
15284,2,flowers
15285,15,reptiles
15286,3,food_containers
15287,0,aquatic_mammals
15288,9,large_man-made_outdoor_things
15289,6,household_furniture
15290,7,insects
15291,12,medium_mammals
15292,8,large_carnivores
15293,8,large_carnivores
15294,6,household_furniture
15295,6,household_furniture
15296,16,small_mammals
15297,12,medium_mammals
15298,12,medium_mammals
15299,7,insects
15300,0,aquatic_mammals
15301,1,fish
15302,18,vehicles_1
15303,15,reptiles
15304,2,flowers
15305,13,non-insect_invertebrates
15306,5,household_electrical_devices
15307,19,vehicles_2
15308,19,vehicles_2
15309,0,aquatic_mammals
15310,12,medium_mammals
15311,8,large_carnivores
15312,18,vehicles_1
15313,12,medium_mammals
15314,12,medium_mammals
15315,4,fruit_and_vegetables
15316,7,insects
15317,2,flowers
15318,5,household_electrical_devices
15319,10,large_natural_outdoor_scenes
15320,11,large_omnivores_and_herbivores
15321,6,household_furniture
15322,9,large_man-made_outdoor_things
15323,18,vehicles_1
15324,1,fish
15325,2,flowers
15326,17,trees
15327,10,large_natural_outdoor_scenes
15328,6,household_furniture
15329,5,household_electrical_devices
15330,6,household_furniture
15331,10,large_natural_outdoor_scenes
15332,1,fish
